_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,no,review,review_en
2905176134,FALSE,finalized,3,12/25/2020 10:10:49,unrelated,0.3402,28703,استثنائي. جميلا جدا.,Exceptional. Very nice.
2905176135,FALSE,finalized,3,12/25/2020 10:10:49,helpful,0.6598,60514,“جميل”. كل شي بالفندق مريح والافطار لذيذ ومكان للراحه والاسترخاء كل شي جميل. كل شي يعجبني,"""Nice"". Everything the hotel's comfortable and delicious breakfast and a place to relax and unwind everything beautiful. Everything I like"
2905176136,FALSE,finalized,3,12/25/2020 10:10:49,helpful,0.6598,150347,جيد. الموقع في شارع الشيخ زايد وقريب من محطة المترو. السعر مرتفع واللوبي لم يكن بمستوى 4 نجوم,good. Location on Sheikh Zayed Road and close to the metro station. The price is high and the lobby was not 4-star
2905176137,FALSE,finalized,3,12/25/2020 10:10:49,helpful,0.6598,31271,“حليو”. اسرع شيك اوت في العالمبرودة المكيف. ازعاج الشارع عدم وجود سخان ماء,"""Halio."" Out in the fastest check Almbrodh adjuster. Nuisance street lack of water heater"
2905176138,FALSE,finalized,3,12/25/2020 10:11:18,helpful,0.6598,143824,“فلورا كريك”. الفندق عائلي ونظيف وليس فخما وموقعه جيد. لاشئ,"""Flora Creek."" The hotel is clean and homely and not a luxury and good location. nothing"
2905176139,FALSE,finalized,3,12/25/2020 10:11:18,helpful,0.6598,29287,استثنائي. . الحمام لا يوجد به شطاف,Exceptional. . The bathroom does not have Shattaf
2905176140,FALSE,finalized,3,12/25/2020 10:11:18,not_helpful,0.3402,39623,“رائع”. . ضريبة الحجز,"""Gorgeous"". . Booking tax"
2905176141,FALSE,finalized,3,12/25/2020 10:11:18,not_helpful,0.6701,73809,“تمشايييي”. الشاء. المسبح والمياه عكرة وكلور زيادة,"""Tmchaaeye"". Teas. Swimming pool, water turbidity and chlorine increase"
2905176142,FALSE,finalized,3,12/25/2020 10:11:47,not_helpful,0.3402,102448,مرضي. . الرائحة في الرسبشن,Patients. . Smell in Alersbhn
2905176143,FALSE,finalized,3,12/25/2020 10:11:47,helpful,0.6598,206550,استثنائي. كل شي. بعد الغرفة عن المصعد,Exceptional. everything. After the room for the elevator
2905176144,FALSE,finalized,3,12/25/2020 10:11:47,helpful,1,18084,“جيد”. ١. موقعه٢. ملاصق لمركز الفيصلية و الخزامى التجاري٣. المسبح الداخلي. ١. خدمة الغرف سيئة ٢. نظافة المسبح الخارجي٣. الاثاث جيد لكنه قديم,"""good"". 1. Position 2. Adjacent to the center of Al Faisaliah and commercial tulip 3. Indoor swimming pool. 1. Room Service 2 bad. Cleanliness of the swimming pool outside 3. Furniture good but Old"
2905176145,FALSE,finalized,3,12/25/2020 10:11:47,helpful,0.6598,141583,“ماجد الجهني”. تعامل الموظفين ممتاز وخدماتهم روعه. التلفاز فقط,"""Majid Al-Juhani."" Treated excellent staff and services magnificence. TV only"
2905176146,FALSE,finalized,3,12/25/2020 10:12:26,somewhat_helpful,0.3402,5256,“مناسب جدا للعوائل”. الشقة نضيفة جدا وﻻ يوجد صراصيرالنت والمواقف ممتازالموقع ممتاز جدا وهادي. ﻻ يوجد,"""Very suitable for families."" The apartment is very add it and there is no Srasiralent positions Mmtasalmouka very excellent Hadi. No"
2905176147,FALSE,finalized,3,12/25/2020 10:12:26,unrelated,0.6701,3088,“Hell”. لا شيئ. كل شيئحشرات غريبه عجيبه جداوما تموت بالساهل,"""Hell"". nothing. Each Haihacrat strange wonderful Jaddaoma die Balsahl"
2905176148,FALSE,finalized,3,12/25/2020 10:12:26,helpful,0.6598,11926,“الموقع جيد”. الموقع، النظافة ،. لايوجد شطاف ماء بدورة المياه -اعزكم الله-,"""Good."" Location, cleanliness,. There Shattaf water cycle water -aazkm Allah"
2905176149,FALSE,finalized,3,12/25/2020 10:12:26,helpful,0.6598,11580,“شكرا للأستاذ انور في الاستقبال حل جميع المشاكل”. موقع الفندق واداء العاملين في الفندق بشكل عام ممتاز.,"""Thanks to Professor Anwar at the reception to solve all the problems."" The hotel's location and performance of staff at the hotel are generally excellent."
2905176150,FALSE,finalized,3,12/25/2020 10:13:00,helpful,0.6598,102873,مرضي. عدم الازعاج والهدوء التام. خدمات الفندق ، والرسبشن غير سريع ب الدخول,"Patients. No-hassle full and calm. Hotel services, Alersbhn is quick to enter"
2905176151,FALSE,finalized,3,12/25/2020 10:13:00,helpful,1,70423,“فندق جميل”. موقع الفندق ممتاز لقربه من الوزارات ومعهد الادارة العامة ويتميز بوجود البقالات والمغسلة والصيدلية والمطاعم وكذلك د كيف في نفس المبنى ويريحك من البحث عن موقف لوجود مواقف خاصة بالنزلاء أسفل لفندقواخيرا اوجه الشكر لموظفي الاستقبال الاخ وليد والاخ علي لتجاوبهم السريع مع اي طلبوحسن التعامل منهم. لا شيء,"""Beautiful hotel."" The hotel location is excellent for its proximity to the ministries and the Institute of Public Administration and is characterized by the presence of groceries, laundry, pharmacy and restaurants, as well as d how in the same building and relieves you of the search for the position because of private parking guests down Vndqguagira aspects thanks to the reception staff brother Walid and brother on the rapid positive response with any Talbouhsn handle them. nothing"
2905176152,FALSE,finalized,3,12/25/2020 10:13:00,helpful,0.6598,192875,استثنائي. فندق ممتاز وقريب جدا من الخدمات ومحطة القطار. لا يوجد,Exceptional. Excellent hotel very close to the services and the train station. There is no
2905176153,FALSE,finalized,3,12/25/2020 10:13:00,not_helpful,0.3402,90342,مخيب للأمل. . الازعاج,disappointing. . Hassle
2905176154,FALSE,finalized,3,12/25/2020 10:13:28,not_helpful,0.3402,150324,استثنائي. شكرا.,Exceptional. Thank you.
2905176155,FALSE,finalized,3,12/25/2020 10:13:28,somewhat_helpful,0.6701,61805,ضعيف. ولا شي. الطااقم والرسبشن فيهم برود تنظيفهم مو شي للغرفغالي ..,Weak. nothing. Taaqm and Alersbhn them chilled Tnzifam Mo Shi Grfgala ..
2905176156,FALSE,finalized,3,12/25/2020 10:13:28,helpful,0.6598,131413,جيد جداً. الهدوء التام وقربه من الحرم نسبياً.. المصاعد ليست جيدة.الحمام يحتاج إهتمام أكثر. عدم توفر خدمة الواي فاي.,very good. Complete tranquility and proximity to the campus is relatively lifts .. not Gidh.alhamam needs more attention. Lack of Wi-Fi.
2905176157,FALSE,finalized,3,12/25/2020 10:13:28,helpful,0.6598,60547,“٦”. جيد ولكن لم يلبي لي طلب بجلب بطانيه اضافيه.,"""6"". Good but I did not meet the request to bring blankets extra."
2905176158,FALSE,finalized,3,12/25/2020 10:14:00,helpful,0.6598,166878,استثنائي. النظافه والهدوء. لايوجد واي فاي بالغرف الا برسوم,Exceptional. Janitorial and calm. There is no Wi-Fi rooms only fees
2905176159,FALSE,finalized,3,12/25/2020 10:14:00,somewhat_helpful,0.6701,48651,“ما ينفع”. . ازعاج و رائحة الغرفه والأثاث قديم,"""What is good."" . Nuisance and odor room furniture Old"
2905176160,FALSE,finalized,3,12/25/2020 10:14:00,helpful,0.6598,203046,“يحتاج الفندق الى تجديد”. السرير رائع ومريح. الحمام تصريفه سئ والغرفه قديمه نوعآ ما يحتاج الى تجديد,"""The hotel needs to renew."" Wonderful bed and comfortable. Bath room and dispose of a bad bit old needs to renew"
2905176161,FALSE,finalized,3,12/25/2020 10:14:00,helpful,0.6598,80164,“جميل”. الموقع والنظافة والواي فاي جانبةصيديلةوسوبرماركت 24 ساعة. تاخر الخدمة,"""Nice"". Location, cleanliness and free Wi-Fi Janbhshehadalhussoupmarkt 24 hours. Delayed Service"
2905176162,FALSE,finalized,3,12/25/2020 10:14:36,somewhat_helpful,0.6701,88079,“لا بأس به”. توسط الموقع في المدينة ، نظافة الغرفة. رائحة الممرات ، تعامل الموظفين في بعض الأحيان كانت سيئة,"""it's OK"". Mediate location in the city, the room cleaner. The smell of the corridors, the staff are treated at times were bad"
2905176163,FALSE,finalized,3,12/25/2020 10:14:36,helpful,1,162548,مقبول. العاملين في الفندق على درجة عالية من الاحترامموقعه قريب من المطار خدمة الغرف جيدة. للاسف الموكيت يوجد فيه بقع وغير نظيف يسمع صوت السيارات من الخارج احياناالاسعار مبالغ فيها مثلا قارورة بيبسي ب ٢٢ درهملا يوجد الا مطعم عربي واحد واسعاره مبالغ فيها وجودة الاكل متواضعة ال سبا spa اسعاره خيالية عملت مساج ب ٦٠٠ درهم مع شخص فيما يبدو انه غير متخصص او مبتديء,"Acceptable. Workers in the hotel on a high degree of Ctrammoukah close to the airport room service is good. Unfortunately Tatters where there is spots and unclean hear the sound of cars from abroad Ahianaalasar exaggerated, for example, a bottle of Pepsi 22 Darhamla There is only Arabic restaurant and one prices are exaggerated and quality modest eating the spa spa prices fantasy worked massage 600 dirhams with someone apparently he is not a specialist or Registered User"
2905176164,FALSE,finalized,3,12/25/2020 10:14:36,not_helpful,0.3402,188584,“فندق جيد”. النظافة - الطعام - الطاقم.,"""Good hotel."" Cleaning - food - crew."
2905176165,FALSE,finalized,3,12/25/2020 10:14:36,not_helpful,0.3402,103103,مخيب للأمل. . سرير جدا سيء,disappointing. . Very bad bed
2905176166,FALSE,finalized,3,12/25/2020 10:15:31,somewhat_helpful,0.6701,35778,“وجهة نظر”. اعجبني المنتجع وترتيبه من الداخل. الموظفين في الاستقبال كانوا غير مرتبين في الحجوزات حيث انه كان تداخل في الشاليهات وعائلتين على شاليه واحد مما اوقع الاحراج على الاسر وكاد يتسبب في مشاكل لا يحمد عقباها اتمنى ان يكون صوتي وصل للمسؤلين,"""Point of view"". I liked the resort and arranged from the inside. The staff at the reception were not arranged in bookings where he was nesting in the chalets and two families on the chalet and one which left the awkwardness of families and almost causing problems in dire consequences I hope that my voice came to Msalin"
2905176167,FALSE,finalized,3,12/25/2020 10:15:31,helpful,0.6598,185325,مقبول. في منطقة مركزية. لم اجد غرفة بسرير كبير مع حجزي مسبقا,Acceptable. In a central area. I can not find a room large bed with my reservation in advance
2905176168,FALSE,finalized,3,12/25/2020 10:15:31,helpful,0.6598,28600,“جيد”. نظافة الاسرةحسن الاستقبالالموقع. المواقف ضيقةنظافة السجاد,"""good"". Cleaner Alasrhhassan Alastkabbalalmouka. Attitudes Diqhnzafh carpet"
2905176169,FALSE,finalized,3,12/25/2020 10:15:31,not_helpful,0.3402,215659,مقبول. لاتوجد مواقف سيارات خاصه بالشقق.,Acceptable. There are no special parking apartments.
2905176170,FALSE,finalized,3,12/25/2020 10:16:37,not_helpful,0.3402,170383,مخيب للأمل. لاشي. سحبو مبلغ من الماليقولون اتصال بوكينق بوكينق يقول اتصل بالفندق حسبي اللهزعليهم اذا عرفو انك خليجي يسرقونك,disappointing. nothing. Sahbu amount of Almalicolon Buquenq contact Buquenq says to call the hotel suffices Allahzaalehm if you Arafo Gulf Asrkonk
2905176171,FALSE,finalized,3,12/25/2020 10:16:37,not_helpful,0.3402,71998,جيد. الموقع وجراج السيارات. الخدمة متواضعة,good. Site car garage. Modest service
2905176172,FALSE,finalized,3,12/25/2020 10:16:37,helpful,1,55343,“هدوء وبعيد عن الازعاج والصخب”. حجزت لليله واحده ومددت بعدها ليلتينبصراحه الموقع جيد قريب من الامارات مولوالفندق هاديء وخالي من الخربطه. طاولة الغرفه والاكواب والملاعق كانت متسخه اول ما استلمت الغرفه وعندي صور لها اعلم ان هذا خطأ عامل التنظيف المناوب لكن لابد من الشفافيه,"""Quiet and far away from the hassle and bustle."" I booked one night and then extended to Illetenbesraha good location close to the Emirates Mulualphendq quiet and free of hodgepodge. Room table, cups and spoons were dirty first thing I have received the room and pictures of her I know that this is an error factor on duty cleaning but to be transparent"
2905176173,FALSE,finalized,3,12/25/2020 10:16:37,helpful,0.6598,175078,“يحتاج لتطوير و صيانة والمطعم ليس بالمستوى المطلوب”. الخدمة ممتازة و المنظر رائع. مطعم  و ثلاجة الغرفة فارغه,"""We need to develop and maintain the restaurant and not at the required level."" The service is excellent and the view is awesome. Restaurant and room empty refrigerator"
2905176174,FALSE,finalized,3,12/25/2020 10:17:01,somewhat_helpful,0.6701,195223,“جميلة”. . ضعف الانترنت في بعض الاوقات,"""Beautiful"". . Internet weakness in some times"
2905176175,FALSE,finalized,3,12/25/2020 10:17:01,helpful,0.6598,110500,استثنائي. الموظفين الموجودين في الاستقبال مبتسمين ومتعاونين جدا جدا.,Exceptional. Existing staff in the reception very smiling and polite.
2905176176,FALSE,finalized,3,12/25/2020 10:17:01,helpful,0.6598,134467,“ينصح بالنزول فيه”. كل شئ ممتاز. ارجو الاهتمام بالمطعم خاصة وجبتي الغذاء والعشاءلا يوجد واي فاي بالغرف,"""It is advised to get off it."" Everything is excellent. I hope special attention to the restaurant and the lunch Ashaela There is free Wi-Fi rooms"
2905176177,FALSE,finalized,3,12/25/2020 10:17:01,somewhat_helpful,0.6701,72531,“ابو ثااااامر”. سرعة تسجيل الدخول والخروج. تاخير التنظيف والواي فاي ضعيف جدا دخول العمامل مرتين في وقت الظهر دون الاذن له بدخول عامل البار عدم وجود شطاف في دورة المياه,"""Abu Thaaaaamr"". Speed ​​sign in and out. Delay cleaning and Wi-Fi is very weak entry Alamaml twice at noon time without permission to enter the bar worker absence Shattaf in the water cycle"
2905176178,FALSE,finalized,3,12/25/2020 10:17:31,somewhat_helpful,0.6701,73079,مرضي. . البطيء في الخدمة وسرعة الانترنت,Patients. . Slow service and Internet speed
2905176179,FALSE,finalized,3,12/25/2020 10:17:31,somewhat_helpful,0.6701,98504,“عير مجهز”. الموقع - طاقم العمل. قاعه الاحتفالات صوتها مزعج جدا- المطعم سئ للغايه غير متنوع والطعم سئ - لايوجد غير مصعد واحد لخدمه الفندق بالكامل ويؤدي الي طول انتظار,"""Er equipped."" Website - staff. Hall celebrations annoying her voice too- restaurant very bad taste is varied and bad - There is one elevator to serve the entire hotel and leads to long wait"
2905176180,FALSE,finalized,3,12/25/2020 10:17:31,helpful,0.6701,110784,“الجمال والراحة”. قربه من الحرم التعاون من قبل موظفي الفندق النظافة والراحة والافطار كان جميل وهذا ماتعودته من فندق دار الغفران لاني اقمت فيه اكثر من مره وسوف اظل احجز به ان شاء الله اتمني لهم التوفيق دائما. لاشئ,"""Beauty and comfort."" Proximity to the campus collaboration by the staff of the hotel cleanliness, comfort, and the breakfast was lovely and this Mataudth of Dar forgiveness hotel because I did you stay in it more than once I would stay Book by God willing, I wish them luck always. nothing"
2905176181,FALSE,finalized,3,12/25/2020 10:17:31,helpful,0.6598,194948,“مكان مناسب  لحضور المعارض ولقضاء ليلة واحد”. قربه من ارض المعارض. عدم وجود سيارات أجرة,"""Convenient place to attend exhibitions and spend the night one."" Proximity to the exhibition grounds. The lack of taxis"
2905176182,FALSE,finalized,3,12/25/2020 10:18:00,somewhat_helpful,0.6701,39097,“غير مريحه”. . الأسعار والخدمه والروائح الكريهه الأسعار غير الموجودة في الموقع,"""uncomfortable"". . Prices and service prices and odors are not on the site"
2905176183,FALSE,finalized,3,12/25/2020 10:18:00,somewhat_helpful,0.6701,10162,“لاينبغي أن يكون هذا الموقع ضمن اعلانات موقع  booking”. لاشي. تدني النظافةالممرات غير نظيفالمطبخ غير نظيفدورة المياه غير مناسبه,"""For that this site should not be within the site advertisements booking"". nothing. Low Alnzafhalmamrat non Nzivalmtbouk non Nzivdorh water is not suitable for"
2905176184,FALSE,finalized,3,12/25/2020 10:18:00,helpful,0.6598,1000,استثنائي. الاستقبال وترقية الدرجة والخدمة ومرونة التعامل.,Exceptional. Reception upgrade class service and flexible handling.
2905176185,FALSE,finalized,3,12/25/2020 10:18:00,not_helpful,0.3402,39768,استثنائي. منتجع جميل بمعنى الكلمه يكفي انه في الامارات وفي دبي بالتحديد ❤️. لاشي,Exceptional. A beautiful resort in the sense that the floor is enough in the UAE and Dubai specifically ❤️. nothing
2905176186,FALSE,finalized,3,12/25/2020 10:19:06,helpful,0.6598,78103,“مكان جميل”. مكانه ممتاز. المكواة لم تكن موجودة طلبتهاولكن مرتين يأتون بمكواة لاتعمل,"""nice place"". Excellent place. Flatiron were not present Tlapthowlkn twice come to iron DONT"
2905176187,FALSE,finalized,3,12/25/2020 10:19:06,somewhat_helpful,0.6701,169785,“جيد وانصح به”. طلبت تمديد الخروج الى الساعة 2 ظهرا وتم التجاوب معي بكل ود و احترام. حجزت غرفة وصاله واعطوني غرفتين وصاله اعتقد لعدم توفر غرفه وصاله ولكن للاسف تم اغلاق احدى الغرف علما بانها غرفة داخلية وليس لها مدخل من الخارج فلم استفد منها ولا هم استفدوا منها في التأجير بقيت مغلقة * يوجد بعض النقص في ادوات المطبخ,"""Good and I would recommend it."" It requested the extension out to 2 pm and was responding to me with all d and respect. I booked a room and a hall and gave me two rooms and a hall I think the lack of rooms and a hall, but unfortunately was closed one room note as an interior room and have no entrance from the outside did not take advantage of them, nor shall they Astvdoa them in leasing remained closed * There are some deficiencies in the kitchen tools"
2905176188,FALSE,finalized,3,12/25/2020 10:19:06,somewhat_helpful,0.6701,188026,رائع. الموقع ، العماله. خدمه الواي فاي بطيئه لين تستجيب لك,"Gorgeous. Location, labor. Wi-Fi slow Lin respond to you"
2905176189,FALSE,finalized,3,12/25/2020 10:19:06,helpful,0.6598,180028,“الموقع جيد نوعاً ما”. لم يكن راقي. سياسة الفندق ضيعيفة انا حجزت عن طريق بوكنق لمدة أسبوع بمبلغ ٢١٤٥درهم وعند خروجي تفجأت بمبلغ ٤٥٠٠ مطالب بها وفواتير اكل للروم سيرفز علماً بأنني لم اطلب اي اكل وشرب داخل الفندق لان الاكل سي ولكن تجادلت معي المصري ثم طلبت الاتصال بلجنة الرقابة ثم طلب من الصبر والتأكد ثم عاد وقال انا آسف لا تدفع شي كان خطا في نقطة لازم تعرفوها هم يحاول يمشي عليك الحركة اذا وافقت كان بها وإذا شافوك ذكي تركوك انتبهو من المصريين انا انصح بعد الذهاب وكذلك وجود مافيا مغربية كل يوم يتهاوشون في المقهي وسكر وقلة حيّا انصح بعد الذهاب اليه وخاصة الشباب لان الناس هناك سيئة للغاية انتبهو حتى لو لكم في الفلة انصحكم بعدم الذهاب اليه انا جلست أسبوع كرهت نفسي خذوها نصيحة من محب انتبهم اغلب سكان الفندق ايرانيين,"""The location is quite good."" It was not sophisticated. Hotel Policies Dieivh I booked through Boknq for a week at $ 2145 AED and when I came out Tfjot at $ 4,500 demands by bills of eating the Roman Cierfs note that I did not ask for any eating and drinking inside the hotel because eating CNN, but she argued with me Masri then asked to contact the Commission control then asked patience and make sure then came back and said I'm sorry, do not pay Shi was a mistake in the necessary Tarafoha they point trying to walk you move if it agreed was out if Havuk intelligent Trkk Antbho Egyptians I advice after going as well as the existence of a mafia Moroccan every day Athaochun in the café and sugar and a few alive Recommend to go after him, especially young people because there are too bad Antbho even if you Fula I advise you not to go to him, I sat down a week I hated myself Khdhuha advice from loving Antbhm most residents of the hotel Iranians"
2905176190,FALSE,finalized,3,12/25/2020 10:19:34,helpful,0.6598,112720,“راحة و نظافة لا توصف”. الراحة والخدمات و قربه من المسجد النبوي. لا شئ,"""Comfort and cleanliness of the unspeakable."" Comfort and services and proximity to the Prophet's Mosque. nothing"
2905176191,FALSE,finalized,3,12/25/2020 10:19:34,helpful,0.6598,143899,“من جد فندق عائلي مريح جدا  ومحافظ”. من جد فندق عائلي مريح جدا وموقعه ممتاز سوبرماركت قريب وحلاق  ومطاعم ومقهى قريب ومحطة القطار وستي سنتر .. العاملين خدومين  ومبتسمين  .. كل  شي  تماااااااام  فيه. كل  شي  اعجبني,"""From a very homely hotel is very comfortable and the Governor."" From a very homely hotel is very comfortable and a great location close to a supermarket and a barber, restaurants and a nearby coffee shop, train station and city center .. Khaddomin staff and smiling .. everything Tmaaaaaaaam it. Everything I liked"
2905176192,FALSE,finalized,3,12/25/2020 10:19:34,not_helpful,0.3402,13267,رائع. . معاملة من حجزوا عن طريق بوكينج .كوم من الدرجة الثانية .,Gorgeous. . Treatment of booked through Buquenj .com second class.
2905176193,FALSE,finalized,3,12/25/2020 10:19:34,helpful,0.6598,15421,“فندق رائع”. الواي فأي. ازعاج السيارات,"""Wonderful hotel."" Wi-Fi. Nuisance cars"
2905176194,FALSE,finalized,3,12/25/2020 10:19:53,helpful,0.6598,145651,“بصراحه الشقق رائعه وأعجبني اهتمامهم الكبير بالنظافه”. النظافه والخدمات و موظفي الاستقبال رائعين. فقط الطعام لديهم ليس بتلك الجوده,"""Frankly wonderful apartments and I liked their great interest to cleanliness."" Janitorial services and reception staff are great. Only the food is not that they have quality"
2905176195,FALSE,finalized,3,12/25/2020 10:19:53,helpful,1,181706,“مكان جدا مناسب للنوم”. الحراسة. وقت الدخول جدا متأخر قيمة بوفيه الغداء عاليه التكييف في الغرف الداخليةقفل باب المؤدي للشاطئ معطلعدم وجود تجهيزات للمطبخ ، بدون صحون وملاعقغير مناسب للأسر المحافظة لوجود الشيشة وبعض النساء متبرجاتصوت الماره عند الفله كله داخل مزعج,"""Very convenient place to sleep."" Guard. Time is very late entry value lunch buffet, high air-conditioning in the rooms Aldakhalihagafl door leading to the beach Matalaadm of fittings for the kitchen, without dishes and Mlaakgar suitable for families to maintain the presence of shisha and some women passers Mtbergatsot when the whole Fula inside annoying"
2905176196,FALSE,finalized,3,12/25/2020 10:19:53,helpful,0.6598,194229,مخيب للأمل. الموقع ممتاز. التعامل سيء جدا جدا ..والمكان لايوجد به تهوية بالاضافة لرائحة الدخان المنتشرة,disappointing. The location is excellent. Dealing is very bad too ..oualemkan does not have a ventilation in addition to the smell of smoke spread
2905176197,FALSE,finalized,3,12/25/2020 10:19:53,not_helpful,0.3402,160060,“جميلة ولله الحمد”. النظافه والابتسامة. مواقف السيارات,"""Beautiful and thankfully."" Janitorial and smile. Parking"
2905176198,FALSE,finalized,3,12/25/2020 10:20:17,helpful,0.6598,104428,ممتاز. الموقع التعاون وحسن التعامل الرائع من قبل موظفي الاستقبال. الموكيت تحت الاسرة يحتاج تغيير,Excellent. Site of cooperation and good great deal by the reception staff. Tatters under the family needs to change
2905176199,FALSE,finalized,3,12/25/2020 10:20:17,not_helpful,0.3402,147487,جيد. قربه من الحرم.,good. Proximity to the campus.
2905176200,FALSE,finalized,3,12/25/2020 10:20:17,helpful,0.6598,159474,“مميز”. بصراحة الفندق ممتاز وخدماته ممتازة والتعامل مميز.,"""Special"". Frankly, the hotel is excellent and excellent services and handle special."
2905176201,FALSE,finalized,3,12/25/2020 10:20:17,helpful,0.6598,2997,“NAWAF”. الافطار غير متنوع وبارد. الفندق الصراحة جديد وعندك جميع الخدمات بقالات مطاعم مغاسل صيدليات  لكن الطاقم الموجود غير متمكن المفروض يكون هناك خدمات غرف في الفندق لكن الاستقبال بالواجه كل شئ عليهم  أود أعادة تنظيم إدارة الفندق من جديد لكي يصبح من افضل الفنادق وأشكر ايضا الأخ خالد على حسن تعامله معنا,"""NAWAF"". Breakfast is varied and cool. The hotel frankness new have all services Grocery restaurants washbasins pharmacies but the crew is well versed supposed to have room service at the hotel but the reception Balusband everything on them I would like to reorganize the management of the hotel again to become one of the best hotels also thank Brother Khaled Ali Hassan dealing with us"
2905176202,FALSE,finalized,3,12/25/2020 10:20:59,helpful,1,131362,مقبول. . النظافة سيئة ، دورات المياه متسخة والمناشف وسخة إزعاج الأطفال في الغرف الثانية الإضاءة سيئة جداً ، لا تعمل سواء لمبة واحدة لا يوجد غلاية ماء,"Acceptable. . Bad hygiene, water cycles and dirty towels and dirty inconvenience children in the second room lighting is very bad, do not work either one bulb there is no kettle"
2905176203,FALSE,finalized,3,12/25/2020 10:20:59,somewhat_helpful,0.6701,25815,مقبول. الموقع ممتاز. لم يكن هناك من يحمل الحقائب عند الوصول الانتظار طويلا لتسجيل الدخول قلة نظافة و صيانة الحمامات اختلاف الغرف عمد الحجز عن الواقع عدم توفر خدمة الانترنيت ولابد من التسجيل من الاستقبال للحصول عليه وفي أغلب الأوقات منتهي العدد عدم شمول السحور مع سعر الغرفه,Acceptable. The location is excellent. There was no carrying bags when accessing a long wait to log on lack of cleanliness and maintenance of the different rooms bathrooms deliberately booking reality the lack of service and the Internet must be registered from the reception to get it most of the time and in the number of finished not covered suhour with the price of the room
2905176204,FALSE,finalized,3,12/25/2020 10:20:59,somewhat_helpful,0.6701,8877,مخيب للأمل. الموقع ممتاز. رائحة المكانالاثاث قديمالطاقم ضعيف المستوىلا توجد مواقف كافيه في الفندق,disappointing. The location is excellent. Smell Almkanalathat Kadimtaqm weak Almistoyla There is parking in the hotel's Cafe
2905176205,FALSE,finalized,3,12/25/2020 10:20:59,somewhat_helpful,0.6701,202388,“تجريه سيئه جدا”. لا يوجد. التكييف سئ للغايه,"""Conducted very bad."" There is no. Air conditioning very bad"
2905176206,FALSE,finalized,3,12/25/2020 10:21:50,helpful,0.6598,5484,“جيد”. الاسعار غالية جدًا مقابل الخدمة. عدم نظافة الكافتيريا وجلسات البحر . ارتفاع اسعار الوجباتعدم وجود ميني ماركت لسد الحاجة,"""good"". Prices are too expensive for the service. Lack of cleanliness of the cafeteria and the meetings of the sea. High prices Alojbatadm there is a mini market to fill the need"
2905176207,FALSE,finalized,3,12/25/2020 10:21:50,helpful,1,184131,“الفندق لا يستحق ٥ نجوم”. الفطور جيد جداً والفندق قريب من الحرم النبوي الشريف ونظيف والاصنصيرات سريعة ومريحة. لا يوجد مواقف للسيارات كافية للعملاء وممنوع توقف برى الفندق ولازم تروح بعيد توقف سيارتكالغرف صغيرة ولا يستحق خمس نجوم ولا يوجد جم للرياضة,"""The hotel is not worth 5 stars."" Very good breakfast and the hotel is close to the Haram al-Sharif, clean fast, convenient and Asnasirat. There is enough parking for customers and foreclosed hotel and ground supplies stopped Trouh far stopped small Seartkalgerv not worth five stars and there is no gym for sport"
2905176208,FALSE,finalized,3,12/25/2020 10:21:50,helpful,0.6598,179591,رائع. سرعة الدخول  والاغلب ممتاز. المكيف برودة متوسطة مافي بارد والتلفزيون مشوش وألوانه معدومه,Gorgeous. Speed ​​access is excellent and mostly. Air conditioner cooler medium Mafi cool TV confused and colors no
2905176209,FALSE,finalized,3,12/25/2020 10:21:50,not_helpful,0.3402,166061,رائع. أشكر الأستاذ مصطفى في الاستقبال.,Gorgeous. I thank Mr. Mustafa in the reception.
2905176210,FALSE,finalized,3,12/25/2020 10:22:20,helpful,1,56636,“اقامة مريحة وهادئة ونظيفة”. فخامة وهدوء ونظافة وراحة وانترنت ممتاز وافطار ممتاز وكافي ومواقف متوفره واستلام وتسليم للغرفة سريع وخدمة الغرف جيدة وتعامل الاستقبال جيد ويتوفر قرب الفندق كل الخدمات والفندق قريب جدا من مول الامارات. كل شيء كان رائع,"""Comfortable, quiet and clean accommodation."" His Excellency, calm and cleanliness, comfort, excellent internet and breakfast is excellent enough and parking are available, receipt and fast delivery room service and good rooms and reception are treated well and is available near the hotel all the services and the hotel is very close to the Mall of the Emirates. Everything was wonderful"
2905176211,FALSE,finalized,3,12/25/2020 10:22:20,not_helpful,0.3402,108896,رائع. سرعه تخليص الزائر فورقدومه.,Gorgeous. Speed ​​ridding visitor Fwerkdovernm.
2905176212,FALSE,finalized,3,12/25/2020 10:22:20,helpful,0.6598,195274,“جمال السياحه”. شكل الفندق و تصميمه و الوان الديكورات و معاملة الاستقبال من الأشياء الرائعه التي واجهتها. بالنسبه لوجبة الإفطار يجب ان تكون مجانية او بسعر رمزي مثل بقية الفنادق ذات نفس التقييم . الدفع يجب ان تحمل على رقم الغرفه ليس كاش مثل الشاهي القهوه الماء و غيره,"""The beauty of tourism."" The hotel form and design of colors and decorations, and the treatment of the reception of the wonderful things encountered. For breakfast should be free of charge or at a nominal price like the rest of the hotels with the same assessment. Payment must be charged to the room number is not cash, such as water and coffee Shahi other"
